Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_lovati	LC	decreasing	0	1	0.949676382	0.881426862	68	32	1.125	0.753771802	0.077430724	0.074579247	12	2.48490665	2
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_melanotis	LC	stable	0	0	0.838191442	0.70479864	1604	1395	0.149820789	0.139606094	0.189263706	0.173334381	9.1	2.208274414	2
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_mesomelas	LC	stable	0	0	0.60743509	0.771328733	991	1892	-0.476215645	-0.646675215	-0.212482222	-0.238869333	10.2	2.32238772	2
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_messorius	LC	stable	0	0	0.612807954	0.753041184	192	439	-0.562642369	-0.827004041	-0.186222523	-0.20606832	4.039489771	1.39611839	1
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_mystacalis	LC	stable	0	0	0.583100027	0.718070376	2301	3552	-0.352195946	-0.434167014	-0.187962564	-0.208208837	8.17	2.100468909	2
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_nyikae	LC	unknown	0	NA	0.719147172	0.63718826	1368	1248	0.096153846	0.091807549	0.128625898	0.121000873	15	2.708050201	3
RODENTIA	NESOMYIDAE	Dendromus	Dendromus_oreas	LC	unknown	0	NA	0.648284866	0.855086025	7	70	-0.9	-2.302585093	-0.241848367	-0.27687187	4.010694547	1.38896443	1
RODENTIA	MURIDAE	Deomys	Deomys_ferrugineus	LC	stable	0	0	0.896190119	0.864478545	584	568	0.028169014	0.027779564	0.036682892	0.036026089	57.6	4.053522568	4
RODENTIA	MURIDAE	Dephomys	Dephomys_defua	LC	unknown	0	NA	0.984456341	0.52993993	157	4	38.25	3.669951444	0.857675343	0.619325891	43.05	3.762362231	4
RODENTIA	MURIDAE	Desmodilliscus	Desmodilliscus_braueri	LC	stable	0	0	0.977032936	0.771291272	1260	513	1.456140351	0.898591155	0.266749633	0.236454276	10	2.302585093	2
RODENTIA	MURIDAE	Desmodillus	Desmodillus_auricularis	LC	stable	0	0	0.870675451	0.813516935	809	859	-0.058207218	-0.059970005	0.070261003	0.067902547	54.81	4.003872659	4
RODENTIA	MURIDAE	Desmomys	Desmomys_harringtoni	LC	unknown	0	NA	0.937336499	0.86389457	140	111	0.261261261	0.232112221	0.085012607	0.081591606	89.99	4.499698553	4
RODENTIA	MURIDAE	Desmomys	Desmomys_yaldeni	VU	unknown	1	NA	0.567080682	0.911535407	10	53	-0.811320755	-1.667706821	-0.377884087	-0.474628849	89.99	4.499698553	4
PERISSODACTYLA	RHINOCEROTIDAE	Diceros	Diceros_bicornis	CR	increasing	1	0	0.580117893	0.745417787	3422	5519	-0.379960138	-0.477971509	-0.221754696	-0.250713503	995940.5	13.8114428	14
CARNIVORA	HERPESTIDAE	Dologale	Dologale_dybowskii	DD	unknown	NA	NA	0.774706009	0.606945245	293	153	0.91503268	0.649734688	0.27640181	0.244045034	361.92	5.891423193	6
CETARTIODACTYLA	BOVIDAE	Dorcatragus	Dorcatragus_megalotis	VU	decreasing	1	1	0.877306168	0.682532049	59	25	1.36	0.858661619	0.285369924	0.251046556	10918.12	9.298179073	9
AFROSORICIDA	TENRECIDAE	Echinops	Echinops_telfairi	LC	stable	0	0	0.974075652	0.699258822	54	17	2.176470588	1.155770703	0.393011603	0.331468024	152.25	5.025523907	5
CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon_dupreanum	VU	decreasing	1	1	0.925431087	0.754849257	198	81	1.444444444	0.893817876	0.225981317	0.203741598	297.58	5.695683096	6
CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon_helvum	NT	decreasing	0	1	0.716169034	0.691368505	5518	5573	-0.009869011	-0.009918033	0.035871649	0.035243246	254.61	5.539732963	6
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_brachyrhynchus	LC	unknown	0	NA	0.633258766	0.679564134	2204	3067	-0.281382458	-0.330425994	-0.068139805	-0.070572481	45.11	3.809103951	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_edwardii	LC	unknown	0	NA	0.931160022	0.874264617	141	55	1.563636364	0.941426705	0.065078015	0.06304805	49.69	3.905803706	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_fuscipes	DD	unknown	NA	NA	0.658310755	0.70074316	115	85	0.352941176	0.302280872	-0.060553436	-0.062464338	57	4.043051268	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_fuscus	DD	unknown	NA	NA	0.961932725	0.516013091	116	10	10.6	2.451005098	0.864163415	0.622812381	50.45666667	3.921114882	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_intufi	LC	unknown	0	NA	0.754144068	0.630010741	659	530	0.243396226	0.217846528	0.197033668	0.179846553	48.9	3.889777396	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_myurus	LC	stable	0	0	0.964018801	0.785383799	488	163	1.993865031	1.096565205	0.227449309	0.204938284	59.51	4.086144366	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_revoili	DD	unknown	NA	NA	0.874776928	0.613394652	57	19	2	1.098612289	0.426124153	0.354960382	32.49	3.48093235	3
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_rufescens	LC	stable	0	0	0.703949465	0.707252746	834	1079	-0.227062095	-0.257556563	-0.004670581	-0.004681522	52.78	3.966132331	4
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	Elephantulus_rupestris	LC	unknown	0	NA	0.830377302	0.842327128	362	378	-0.042328042	-0.043249984	-0.014186682	-0.014288275	65.56	4.182965754	4
RODENTIA	GLIRIDAE	Eliomys	Eliomys_melanurus	LC	unknown	0	NA	0.505532804	0.86802268	12	111	-0.891891892	-2.224623552	-0.417604153	-0.540604912	100.36	4.608763721	5
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_antsingy	DD	unknown	NA	NA	0.738187201	0.857927339	16	51	-0.68627451	-1.15923691	-0.13956909	-0.150321957	81.67625	4.402763262	4
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_grandidieri	LC	unknown	0	NA	0.964995486	0.888457553	43	20	1.15	0.765467842	0.086146978	0.082636551	81.67625	4.402763262	4
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_majori	LC	unknown	0	NA	0.946259585	0.807712286	87	55	0.581818182	0.458574933	0.171530508	0.15831102	100	4.605170186	5
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_minor	LC	unknown	0	NA	0.893204551	0.762762691	129	97	0.329896907	0.285101426	0.171012377	0.157868654	57.53	4.052306551	4
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_myoxinus	LC	unknown	0	NA	0.918577195	0.691574603	142	62	1.290322581	0.828692673	0.328240208	0.283854914	69.76	4.24506078	4
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_petteri	EN	unknown	1	NA	0.711348182	0.880901735	21	64	-0.671875	-1.114360646	-0.19247726	-0.213784063	75	4.317488114	4
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_tanala	LC	unknown	0	NA	0.973650723	0.851013775	73	34	1.147058824	0.764098917	0.14410689	0.134624324	89.99	4.499698553	4
RODENTIA	NESOMYIDAE	Eliurus	Eliurus_webbi	LC	unknown	0	NA	0.972821589	0.822876914	80	34	1.352941176	0.85566611	0.182220053	0.167394072	61.13	4.113002744	4
RODENTIA	CRICETIDAE	Ellobius	Ellobius_fuscocapillus	LC	unknown	0	NA	0.556271845	0.954044711	6	97	-0.93814433	-2.782951509	-0.41693315	-0.539453434	80	4.382026635	4
CHIROPTERA	EMBALLONURIDAE	Paremballonura	Emballonura_atrata	LC	unknown	0	NA	0.979705531	0.85227458	55	24	1.291666667	0.829279355	0.149518656	0.139343295	4.55	1.515127233	2
CHIROPTERA	EMBALLONURIDAE	Paremballonura	Emballonura_tiavato	LC	unknown	0	NA	0.960748047	0.740986653	78	29	1.689655172	0.989412997	0.296579424	0.259729584	5.226666667	1.653773726	2
RODENTIA	SCIURIDAE	Epixerus	Epixerus_ebii	LC	unknown	0	NA	0.933255235	0.552718011	310	56	4.535714286	1.711220607	0.688483486	0.523830781	520.96	6.255673263	6
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_angolensis	NT	decreasing	0	1	0.866683199	0.790080128	189	174	0.086206897	0.082691716	0.096956079	0.092539143	88.458	4.482527863	4
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_anselli	DD	unknown	NA	NA	0.490569974	0.80404426	60	628	-0.904458599	-2.348195604	-0.389871928	-0.49408639	88.458	4.482527863	4
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_crypturus	LC	unknown	0	NA	0.88700187	0.542376921	1218	463	1.630669546	0.967238394	0.635397516	0.491885904	95.04	4.554297856	5
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_gambianus	LC	unknown	0	NA	0.863524467	0.458448338	1841	877	1.099201824	0.741557189	0.883580758	0.633174624	134.59	4.90223312	5
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_labiatus	LC	stable	0	0	0.557231163	0.672730113	2400	3524	-0.318955732	-0.384127971	-0.171686903	-0.18836406	69.65	4.2434827	4
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_minimus	LC	stable	0	0	0.771346814	0.756980978	415	464	-0.105603448	-0.111606032	0.018977803	0.018799971	88.458	4.482527863	4
CHIROPTERA	PTEROPODIDAE	Epomophorus	Epomophorus_wahlbergi	LC	stable	0	0	0.609656296	0.760406475	2376	3785	-0.372258917	-0.465627485	-0.198249467	-0.220957776	93.59	4.53892354	5
CHIROPTERA	PTEROPODIDAE	Epomops	Epomops_buettikoferi	LC	decreasing	0	1	0.959138095	0.38116198	451	11	40	3.713572067	1.51635301	0.922810635	135.67	4.910225466	5
CHIROPTERA	PTEROPODIDAE	Epomops	Epomops_dobsonii	LC	stable	0	0	0.865070651	0.79043093	645	675	-0.044444444	-0.045462374	0.09442915	0.090232904	122.08	4.804676568	5
CHIROPTERA	PTEROPODIDAE	Epomops	Epomops_franqueti	LC	stable	0	0	0.888916198	0.689118459	1789	1300	0.376153846	0.31929254	0.289932357	0.254589781	118.99	4.779039456	5
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_bottae	LC	unknown	0	NA	0.945856254	0.550149401	351	22	14.95454545	2.76974377	0.719271624	0.541900727	15.66	2.751109691	3
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_floweri	LC	stable	0	0	0.920017178	0.756484431	703	461	0.52494577	0.421958849	0.216174638	0.19571039	12.56384615	2.530823336	3
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_hottentotus	LC	unknown	0	NA	0.940751628	0.840917215	1135	894	0.269574944	0.238682155	0.118720858	0.112185941	30.33	3.412137322	3
CHIROPTERA	VESPERTILIONIDAE	Neoromicia	Eptesicus_malagasyensis	EN	unknown	1	NA	0.438474072	0.713937318	27	494	-0.94534413	-2.906698651	-0.385836737	-0.487494486	12.56384615	2.530823336	3
CHIROPTERA	VESPERTILIONIDAE	Neoromicia	Eptesicus_matroka	LC	unknown	0	NA	0.808185889	0.884586061	27	38	-0.289473684	-0.341749294	-0.086368275	-0.090327716	6.57	1.882513832	2
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_nasutus	LC	unknown	0	NA	0.949555984	0.606987021	593	43	12.79069767	2.623994283	0.564376094	0.447487083	7.91	2.068127782	2
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_platyops	DD	unknown	NA	NA	0.56329915	0.832132784	5	19	-0.736842105	-1.335001067	-0.323065789	-0.390181188	12.56384615	2.530823336	3
PERISSODACTYLA	EQUIDAE	Equus	Equus_africanus	CR	decreasing	1	1	0.896682043	0.715068054	124	42	1.952380952	1.082611947	0.253981404	0.226323613	250000	12.4292162	12
PERISSODACTYLA	EQUIDAE	Equus	Equus_grevyi	EN	stable	1	0	0.726197752	0.710900167	290	346	-0.161849711	-0.176557852	0.021518611	0.021290355	408000.3	12.91902319	13
PERISSODACTYLA	EQUIDAE	Equus	Equus_hemionus	NT	stable	0	0	0.617761567	0.905042756	6	177	-0.966101695	-3.384390263	-0.317422782	-0.381879618	235248.1	12.36839598	12
PERISSODACTYLA	EQUIDAE	Equus	Equus_quagga	NT	decreasing	0	1	0.595025378	0.66084041	2176	3052	-0.287024902	-0.338308784	-0.099592928	-0.104908316	4.00E+05	12.89921983	13
PERISSODACTYLA	EQUIDAE	Equus	Equus_zebra	VU	unknown	1	NA	0.690160081	0.736953509	404	499	-0.190380762	-0.211191218	-0.063495766	-0.065601236	282462.1	12.55129966	13
AFROSORICIDA	CHRYSOCHLORIDAE	Eremitalpa	Eremitalpa_granti	LC	unknown	0	NA	0.932179609	0.834590706	48	20	1.4	0.875468737	0.116930255	0.110584078	22.04	3.092858984	3
PRIMATES	CERCOPITHECIDAE	Erythrocebus	Erythrocebus_patas	LC	decreasing	0	1	0.81234024	0.489031908	3066	1908	0.606918239	0.474318207	0.661119093	0.507491528	7966.3	8.982975423	9
CETARTIODACTYLA	BOVIDAE	Eudorcas	Eudorcas_albonotata	LC	stable	0	0	0.940738895	0.678922726	77	9	7.555555556	2.146580845	0.385634711	0.32615831	25000	10.1266311	10
CETARTIODACTYLA	BOVIDAE	Eudorcas	Eudorcas_rufifrons	VU	decreasing	1	1	0.963093707	0.580812797	1048	196	4.346938776	1.676524206	0.658182658	0.505722218	26999.77	10.20358363	10
CETARTIODACTYLA	BOVIDAE	Eudorcas	Eudorcas_thomsonii	NT	decreasing	0	1	0.799170814	0.81996882	132	154	-0.142857143	-0.15415068	-0.025364387	-0.025691608	22907.43	10.03921659	10
PRIMATES	LEMURIDAE	Eulemur	Eulemur_albifrons	EN	decreasing	1	1	0.839014691	0.922940822	21	39	-0.461538462	-0.619039208	-0.090933383	-0.095336901	2300	7.740664402	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_cinereiceps	CR	decreasing	1	1	0.690629187	0.885423914	11	71	-0.845070423	-1.864784604	-0.220001656	-0.248463482	2250	7.718685495	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_collaris	EN	decreasing	1	1	0.758536348	0.864213999	25	45	-0.444444444	-0.587786665	-0.122281809	-0.130429703	2250	7.718685495	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_coronatus	EN	decreasing	1	1	0.73338802	0.822477983	10	24	-0.583333333	-0.875468737	-0.108318963	-0.114646793	1699.85	7.438295291	7
PRIMATES	LEMURIDAE	Eulemur	Eulemur_fulvus	NT	decreasing	0	1	0.89780959	0.905433987	81	91	-0.10989011	-0.116410352	-0.00842071	-0.008456365	2376.99	7.77359026	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_macaco	VU	decreasing	1	1	0.692241115	0.83677042	21	50	-0.58	-0.867500568	-0.17272277	-0.189615416	2040	7.620705087	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_mongoz	CR	decreasing	1	1	0.908208788	0.878340746	10	7	0.428571429	0.356674944	0.034005074	0.033439684	1771.13	7.47937304	7
PRIMATES	LEMURIDAE	Eulemur	Eulemur_rubriventer	VU	decreasing	1	1	0.958914099	0.862537855	61	32	0.90625	0.645137961	0.111735669	0.10592246	2015.4	7.608572966	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_rufifrons	NT	decreasing	0	1	0.958822295	0.764674817	57	19	2	1.098612289	0.253895478	0.226255088	2250	7.718685495	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_rufus	VU	decreasing	1	1	0.96961319	0.807150736	30	13	1.307692308	0.836248024	0.201278952	0.183386782	2394.62	7.780979833	8
PRIMATES	LEMURIDAE	Eulemur	Eulemur_sanfordi	EN	decreasing	1	1	0.950072485	0.859747553	6	2	2	1.098612289	0.10505983	0.099899478	2394.03	7.780733417	8
PRIMATES	GALAGIDAE	Euoticus	Euoticus_elegantulus	LC	stable	0	0	0.970284278	0.709957822	328	139	1.35971223	0.858539675	0.366678762	0.312383535	295.48	5.688601153	6
PRIMATES	GALAGIDAE	Euoticus	Euoticus_pallidus	LC	unknown	0	NA	0.808085924	0.543668311	54	12	3.5	1.504077397	0.486358333	0.396329057	277.37	5.625352355	6
CARNIVORA	EUPLERIDAE	Eupleres	Eupleres_goudotii	VU	decreasing	1	1	0.962540159	0.81467467	113	73	0.547945205	0.436928378	0.1815025	0.166786934	2763.34	7.924195372	8
CARNIVORA	FELIDAE	Felis	Felis_chaus	LC	decreasing	0	1	0.622999618	0.8550894	36	272	-0.867647059	-2.022283128	-0.271421657	-0.316660119	7157.99	8.875984494	9
CARNIVORA	FELIDAE	Felis	Felis_margarita	LC	unknown	0	NA	0.83438746	0.657393034	1000	599	0.669449082	0.512493681	0.269236844	0.238415809	2823.36	7.945682944	8
CARNIVORA	FELIDAE	Felis	Felis_nigripes	VU	decreasing	1	1	0.938780598	0.829828259	818	687	0.190684134	0.174528044	0.131295045	0.123363034	1362.77	7.217274672	7
CARNIVORA	FELIDAE	Felis	Felis_silvestris	LC	decreasing	0	1	0.678974056	0.695701777	7132	8016	-0.110279441	-0.116847844	-0.024044385	-0.02433817	4573.08	8.427942217	8
RODENTIA	CTENODACTYLIDAE	Felovia	Felovia_vae	DD	unknown	NA	NA	0.858376543	0.800404819	77	46	0.673913043	0.515164025	0.072428005	0.069925241	205	5.323009979	5
CARNIVORA	EUPLERIDAE	Fossa	Fossa_fossana	VU	decreasing	1	1	0.979618694	0.832107086	80	32	1.5	0.916290732	0.177274789	0.163202267	1853.98	7.525089959	8
RODENTIA	SCIURIDAE	Funambulus	Funambulus_pennantii	LC	unknown	0	NA	0.587172851	0.892095952	9	146	-0.938356164	-2.786382044	-0.341805274	-0.418254455	102.49	4.629765233	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_anerythrus	LC	unknown	0	NA	0.87619886	0.573212644	1216	563	1.159857904	0.770042434	0.528575598	0.42433632	223.54	5.409590369	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_bayonii	DD	unknown	NA	NA	0.930722121	0.651352764	171	19	8	2.197224577	0.428906381	0.356909383	134.99	4.905200702	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_carruthersi	LC	unknown	0	NA	0.734060655	0.800661885	55	43	0.279069767	0.24613307	-0.083182716	-0.086847081	276.85	5.623475843	6
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_congicus	LC	stable	0	0	0.701562656	0.595157406	859	635	0.352755906	0.302143923	0.178785056	0.164484294	112	4.718498871	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_duchaillui	DD	unknown	NA	NA	0.74482926	0.965009052	5	60	-0.916666667	-2.48490665	-0.228163447	-0.25898247	186.2877778	5.227292671	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_isabella	LC	unknown	0	NA	0.894415362	0.705295705	277	189	0.465608466	0.382270491	0.268142363	0.237553123	109.31	4.694187882	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_lemniscatus	LC	unknown	0	NA	0.933426048	0.742817483	242	143	0.692307692	0.526093096	0.256602152	0.228411373	140.99	4.948688966	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_leucogenys	LC	unknown	0	NA	0.935371209	0.543383739	221	35	5.314285714	1.84281464	0.721382406	0.543127692	250	5.521460918	6
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_pyrropus	LC	stable	0	0	0.882784148	0.664576188	1492	931	0.602577873	0.471613503	0.328341527	0.283931192	243.18	5.49380191	5
RODENTIA	SCIURIDAE	Funisciurus	Funisciurus_substriatus	DD	unknown	NA	NA	0.943580899	0.502640118	147	10	13.7	2.687847494	0.877249478	0.629807662	185.73	5.224294006	5
PRIMATES	GALAGIDAE	Galago	Galago_gallarum	LC	stable	0	0	0.889524111	0.619288538	287	104	1.759615385	1.015091317	0.436364564	0.362115313	250	5.521460918	6
PRIMATES	GALAGIDAE	Galago	Galago_matschiei	LC	decreasing	0	1	0.52823951	0.821045592	116	353	-0.671388102	-1.112877866	-0.35662585	-0.441028842	211.61	5.354744958	5
PRIMATES	GALAGIDAE	Galago	Galago_moholi	LC	stable	0	0	0.720313264	0.762073927	1730	2273	-0.238891333	-0.272979136	-0.054798703	-0.056357362	191.96	5.257287017	5
PRIMATES	GALAGIDAE	Galago	Galago_senegalensis	LC	stable	0	0	0.771774738	0.675129681	3350	3340	0.002994012	0.002989539	0.143150361	0.133787925	215.2	5.371567828	5
PRIMATES	GALAGIDAE	Galagoides	Galagoides_cocos	LC	stable	0	0	0.735699274	0.779540393	40	60	-0.333333333	-0.405465108	-0.056239701	-0.057883066	146.8	4.989071116	5
PRIMATES	GALAGIDAE	Galagoides	Galagoides_demidovii	LC	stable	0	0	0.912304646	0.652519253	1768	1127	0.568766637	0.450289729	0.398126786	0.335133331	67	4.204692619	4
PRIMATES	GALAGIDAE	Galagoides	Galagoides_granti	LC	stable	0	0	0.942643456	0.456880768	266	38	6	1.945910149	1.063215443	0.724265661	134	4.8978398	5
PRIMATES	GALAGIDAE	Galagoides	Galagoides_orinus	NT	decreasing	0	1	0.727738983	0.815873823	83	123	-0.325203252	-0.393343748	-0.108025087	-0.114317271	100	4.605170186	5
PRIMATES	GALAGIDAE	Galagoides	Galagoides_thomasi	LC	stable	0	0	0.914562385	0.732834361	1691	1288	0.312888199	0.272229442	0.247979671	0.221525981	99	4.59511985	5
PRIMATES	GALAGIDAE	Galagoides	Galagoides_zanzibaricus	LC	stable	0	0	0.821269713	0.794905482	88	84	0.047619048	0.046520016	0.033166498	0.032628356	146.8	4.989071116	5
CARNIVORA	EUPLERIDAE	Galidia	Galidia_elegans	LC	decreasing	0	1	0.878693875	0.784680948	126	111	0.135135135	0.126751706	0.119810386	0.113159373	810	6.697034248	7
CARNIVORA	EUPLERIDAE	Galidictis	Galidictis_fasciata	VU	decreasing	1	1	0.949622231	0.816615311	66	25	1.64	0.970778917	0.162875859	0.150896126	549.99	6.309900096	6
CETARTIODACTYLA	BOVIDAE	Gazella	Gazella_bennettii	LC	stable	0	0	0.962554379	0.809785313	53	10	4.3	1.667706821	0.188653787	0.172821395	18916.67	9.847798823	10
CETARTIODACTYLA	BOVIDAE	Gazella	Gazella_dorcas	VU	decreasing	1	1	0.879310103	0.726558301	1433	1267	0.131018153	0.123118248	0.210240256	0.190818898	15635.95	9.657328029	10
CETARTIODACTYLA	BOVIDAE	Gazella	Gazella_gazella	VU	decreasing	1	1	0.908475379	0.576102992	343	39	7.794871795	2.174168801	0.576932235	0.455481336	21306.83	9.966782958	10
CETARTIODACTYLA	BOVIDAE	Gazella	Gazella_leptoceros	EN	decreasing	1	1	0.959149908	0.824720978	151	20	6.55	2.021547563	0.162999286	0.151002259	24645.75	10.11235975	10
CETARTIODACTYLA	BOVIDAE	Gazella	Gazella_spekei	EN	decreasing	1	1	0.97305511	0.585251652	74	11	5.727272727	1.90616982	0.662626849	0.508398791	20000	9.903487553	10
CETARTIODACTYLA	BOVIDAE	Gazella	Gazella_subgutturosa	VU	decreasing	1	1	0.977966836	0.693954683	622	32	18.4375	2.96720419	0.409266139	0.3430691	26981.37	10.20290191	10
CARNIVORA	VIVERRIDAE	Genetta	Genetta_abyssinica	DD	unknown	NA	NA	0.849945276	0.724607497	240	215	0.11627907	0.110000895	0.17297334	0.159541841	1405.48	7.24813416	7
CARNIVORA	VIVERRIDAE	Genetta	Genetta_angolensis	LC	unknown	0	NA	0.680860846	0.700216416	988	1273	-0.223880597	-0.253448901	-0.027642268	-0.028031505	1859.64	7.5281382	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_bourloni	VU	decreasing	1	1	0.973289899	0.699055872	74	13	4.692307692	1.739115736	0.392292	0.33095131	1865.378167	7.531219082	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_cristata	VU	decreasing	1	1	0.865192134	0.643286665	105	39	1.692307692	0.990398704	0.344955805	0.296361154	1863.23	7.53006682	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_genetta	LC	stable	0	0	0.668250412	0.717937972	5045	6266	-0.194861155	-0.216740539	-0.069208709	-0.071720204	1756.17	7.47089058	7
CARNIVORA	VIVERRIDAE	Genetta	Genetta_johnstoni	NT	decreasing	0	1	0.968776816	0.58727859	125	6	19.83333333	3.036554268	0.649603497	0.500534954	2225	7.707512195	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_maculata	LC	unknown	0	NA	0.808711815	0.796831225	4850	5185	-0.06460945	-0.066791137	0.014909794	0.014799736	1950	7.575584652	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_pardina	LC	unknown	0	NA	0.921216052	0.295895354	626	8	77.25	4.359908829	2.113317051	1.135688734	2290.868	7.736686064	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_piscivora	NT	decreasing	0	1	0.896920374	0.738965181	123	30	3.1	1.410986974	0.213751875	0.193716286	1648.05	7.40734805	7
CARNIVORA	VIVERRIDAE	Genetta	Genetta_poensis	DD	unknown	NA	NA	0.924887166	0.423818616	115	2	56.5	4.051784948	1.182271214	0.780366176	1865.378167	7.531219082	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_servalina	LC	unknown	0	NA	0.933510256	0.7734826	1168	837	0.395459976	0.333224093	0.206892379	0.188048774	1175.84	7.069738065	7
CARNIVORA	VIVERRIDAE	Genetta	Genetta_thierryi	LC	unknown	0	NA	0.819085598	0.483280065	1443	773	0.866752911	0.62420051	0.694846648	0.527592263	1400	7.244227516	7
CARNIVORA	VIVERRIDAE	Genetta	Genetta_tigrina	LC	stable	0	0	0.949274698	0.840614708	107	32	2.34375	1.207092932	0.129262537	0.121564798	2066.57	7.633645507	8
CARNIVORA	VIVERRIDAE	Genetta	Genetta_victoriae	LC	unknown	0	NA	0.818814509	0.709320508	286	257	0.112840467	0.106915726	0.154364634	0.143550092	2743.69	7.917059009	8
AFROSORICIDA	TENRECIDAE	Geogale	Geogale_aurita	LC	unknown	0	NA	0.876056046	0.801701586	45	25	0.8	0.587786665	0.092745806	0.088693617	6.69	1.900613874	2
RODENTIA	BATHYERGIDAE	Georychus	Georychus_capensis	LC	stable	0	0	0.948428578	0.847807494	83	33	1.515151515	0.922333046	0.118683882	0.112152889	188.36	5.238355025	5
RODENTIA	MURIDAE	Gerbilliscus	Gerbilliscus_afra	LC	unknown	0	NA	0.888453899	0.804991773	58	27	1.148148148	0.764606145	0.103680718	0.098650701	92.13	4.523200623	5
RODENTIA	MURIDAE	Gerbilliscus	Gerbilliscus_boehmi	LC	stable	0	0	0.713593213	0.754171717	760	1011	-0.248269041	-0.285376786	-0.05380539	-0.055307013	49.03325904	3.892498824	4
RODENTIA	MURIDAE	Gerbilliscus	Gerbilliscus_brantsii	LC	unknown	0	NA	0.934370647	0.782546473	918	587	0.563884157	0.447172571	0.19401298	0.177319886	89.41	4.493232533	4
RODENTIA	MURIDAE	Gerbilliscus	Gerbilliscus_gambiana	LC	stable	0	0	0.929425451	0.433606246	218	15	13.53333333	2.676444862	1.143478005	0.762429746	99.38302355	4.59898131	5
RODENTIA	MURIDAE	Gerbilliscus	Gerbilliscus_guineae	LC	stable	0	0	0.914171097	0.400637662	458	32	13.3125	2.661133281	1.281790216	0.824960317	102.5	4.629862799	5
